customer_id,recency,frequency,monetary,ticket_count,churn_next_60d,R_score,F_score,M_score,RFM_Score,segment_name
CUST00370,233,1,452.14,0.0,1,1,1,1,111,Dormant Customers
CUST00371,185,3,2631.54,1.0,1,1,2,3,123,Dormant Customers
CUST00372,2,3,1343.1,1.0,0,4,2,1,421,Low Value Customers
CUST00373,134,2,1612.8899999999999,0.0,1,2,1,2,212,Dormant Customers
CUST00374,280,2,795.8299999999999,1.0,1,1,1,1,111,Dormant Customers
CUST00375,146,6,3564.29,1.0,1,2,3,3,233,Loyal Customers
CUST00376,106,8,5532.45,0.0,1,2,4,4,244,Loyal Customers
CUST00377,141,4,2214.32,0.0,1,2,3,2,232,Dormant Customers
CUST00378,160,1,1622.32,0.0,1,2,1,2,212,Dormant Customers
CUST00379,136,2,1029.97,0.0,1,2,1,1,211,Dormant Customers
CUST00380,28,7,3831.9,1.0,0,3,4,3,343,Loyal Customers
CUST00381,243,1,597.86,1.0,1,1,1,1,111,Dormant Customers
CUST00382,43,3,1584.55,0.0,0,3,2,2,322,Low Value Customers
CUST00383,7,7,5682.3099999999995,3.0,0,4,4,4,444,Loyal Customers
CUST00384,24,3,1529.26,0.0,0,3,2,2,322,Low Value Customers
CUST00385,8,9,6949.7,3.0,0,4,4,4,444,Loyal Customers
CUST00386,34,7,5490.0,1.0,0,3,4,4,344,Loyal Customers
CUST00387,1,3,3480.7,0.0,0,4,2,3,423,Potential Loyalists
CUST00388,98,5,2574.36,1.0,1,2,3,2,232,Loyal Customers
CUST00389,1,12,8394.1,3.0,0,4,4,4,444,Loyal Customers
CUST00390,115,2,1639.4299999999998,1.0,1,2,1,2,212,Low Value Customers
CUST00391,50,4,3250.96,0.0,0,3,3,3,333,Potential Loyalists
CUST00392,194,7,5290.95,0.0,1,1,4,4,144,Loyal Customers
CUST00393,3,3,2797.96,1.0,0,4,2,3,423,Potential Loyalists
CUST00394,50,2,1196.59,1.0,0,3,1,1,311,Low Value Customers
CUST00395,8,4,2294.75,1.0,0,4,3,2,432,Potential Loyalists
CUST00396,47,6,3382.7599999999998,1.0,0,3,3,3,333,Loyal Customers
CUST00397,140,11,9647.73,4.0,1,2,4,4,244,Loyal Customers
CUST00398,30,5,3322.37,1.0,0,3,3,3,333,Loyal Customers
CUST00399,323,4,2749.65,0.0,1,1,3,3,133,Dormant Customers
CUST00400,35,2,1613.97,0.0,0,3,1,2,312,Low Value Customers
CUST00401,8,2,1106.27,1.0,0,4,1,1,411,Low Value Customers
CUST00402,193,3,1410.06,1.0,1,1,2,2,122,Dormant Customers
CUST00403,29,3,2404.71,0.0,0,3,2,2,322,Potential Loyalists
CUST00404,254,6,4631.52,2.0,1,1,3,4,134,Loyal Customers
CUST00405,63,1,282.03,1.0,1,2,1,1,211,Low Value Customers
CUST00406,23,4,1427.6,1.0,0,4,3,2,432,Low Value Customers
CUST00407,17,2,2405.56,0.0,0,4,1,2,412,Potential Loyalists
CUST00408,54,8,4751.44,4.0,0,3,4,4,344,Loyal Customers
CUST00409,119,7,4946.35,3.0,1,2,4,4,244,Loyal Customers
CUST00410,51,3,2009.71,1.0,0,3,2,2,322,Potential Loyalists
CUST00411,314,1,1756.76,0.0,1,1,1,2,112,Dormant Customers
CUST00412,590,1,1486.51,0.0,1,1,1,2,112,Dormant Customers
CUST00413,28,4,2693.84,2.0,0,3,3,3,333,Potential Loyalists
CUST00414,64,1,311.44,1.0,1,2,1,1,211,Low Value Customers
CUST00415,181,2,2282.07,1.0,1,1,1,2,112,Dormant Customers
CUST00416,60,3,1804.88,1.0,0,2,2,2,222,Low Value Customers
CUST00417,212,4,2750.0299999999997,0.0,1,1,3,3,133,Dormant Customers
CUST00418,48,3,2381.17,1.0,0,3,2,2,322,Potential Loyalists
CUST00419,159,2,1795.1,0.0,1,2,1,2,212,Dormant Customers
CUST00420,48,5,4695.67,1.0,0,3,3,4,334,Loyal Customers
CUST00421,47,8,6285.45,2.0,0,3,4,4,344,Loyal Customers
CUST00422,186,2,1075.03,0.0,1,1,1,1,111,Dormant Customers
CUST00423,196,3,2349.76,0.0,1,1,2,2,122,Dormant Customers
CUST00424,174,2,1297.49,1.0,1,2,1,1,211,Dormant Customers
CUST00425,4,5,3571.95,0.0,0,4,3,3,433,Loyal Customers
CUST00426,138,2,1478.25,0.0,1,2,1,2,212,Dormant Customers
CUST00427,62,2,331.53,1.0,1,2,1,1,211,Low Value Customers
CUST00428,2,8,5359.36,1.0,0,4,4,4,444,Loyal Customers
CUST00429,14,3,1361.81,1.0,0,4,2,1,421,Low Value Customers
CUST00430,19,4,2817.12,0.0,0,4,3,3,433,Potential Loyalists
CUST00431,215,2,903.65,0.0,1,1,1,1,111,Dormant Customers
CUST00432,173,4,5036.07,0.0,1,2,3,4,234,Dormant Customers
CUST00433,53,7,5386.66,4.0,0,3,4,4,344,Loyal Customers
CUST00434,34,3,1824.26,0.0,0,3,2,2,322,Low Value Customers
CUST00435,261,3,1740.56,1.0,1,1,2,2,122,Dormant Customers
CUST00436,9,5,5612.16,0.0,0,4,3,4,434,Loyal Customers
CUST00437,49,3,2048.04,0.0,0,3,2,2,322,Potential Loyalists
CUST00438,125,3,2466.39,3.0,1,2,2,2,222,Dormant Customers
CUST00439,180,3,1981.34,1.0,1,2,2,2,222,Dormant Customers
CUST00440,125,1,325.03,1.0,1,2,1,1,211,Dormant Customers
CUST00441,272,1,786.67,1.0,1,1,1,1,111,Dormant Customers
CUST00442,130,8,4905.34,1.0,1,2,4,4,244,Loyal Customers
CUST00443,326,3,1694.35,0.0,1,1,2,2,122,Dormant Customers
CUST00444,293,1,520.84,0.0,1,1,1,1,111,Dormant Customers
CUST00445,60,2,2068.62,0.0,0,2,1,2,212,Potential Loyalists
CUST00446,87,1,521.16,0.0,1,2,1,1,211,Low Value Customers
CUST00447,8,8,3821.6,2.0,0,4,4,3,443,Loyal Customers
CUST00448,197,5,4291.91,3.0,1,1,3,4,134,Loyal Customers
CUST00449,270,2,661.52,0.0,1,1,1,1,111,Dormant Customers
CUST00450,57,2,1364.32,0.0,0,2,1,1,211,Low Value Customers
CUST00451,60,5,4244.52,2.0,0,2,3,3,233,Loyal Customers
CUST00452,317,6,1929.85,1.0,1,1,3,2,132,Loyal Customers
CUST00453,53,5,3564.87,1.0,0,3,3,3,333,Loyal Customers
CUST00454,6,7,5177.76,2.0,0,4,4,4,444,Loyal Customers
CUST00455,334,3,1616.76,1.0,1,1,2,2,122,Dormant Customers
CUST00456,208,4,3440.2,1.0,1,1,3,3,133,Dormant Customers
CUST00457,382,2,1371.21,0.0,1,1,1,1,111,Dormant Customers
CUST00458,40,3,1730.31,0.0,0,3,2,2,322,Low Value Customers
CUST00459,298,3,2928.0299999999997,2.0,1,1,2,3,123,Dormant Customers
CUST00460,48,12,9567.38,1.0,0,3,4,4,344,Loyal Customers
CUST00461,255,4,1579.47,0.0,1,1,3,2,132,Dormant Customers
CUST00462,96,3,2689.5,1.0,1,2,2,3,223,Potential Loyalists
CUST00463,10,7,7375.860000000001,0.0,0,4,4,4,444,Loyal Customers
CUST00464,167,10,6495.79,3.0,1,2,4,4,244,Loyal Customers
CUST00465,238,1,1298.74,0.0,1,1,1,1,111,Dormant Customers
CUST00466,18,12,6279.43,2.0,0,4,4,4,444,Loyal Customers
CUST00467,6,3,1620.28,0.0,0,4,2,2,422,Low Value Customers
CUST00468,259,2,1077.8600000000001,1.0,1,1,1,1,111,Dormant Customers
CUST00469,1,4,2772.31,0.0,0,4,3,3,433,Potential Loyalists
CUST00470,227,5,3508.62,2.0,1,1,3,3,133,Loyal Customers
CUST00471,187,1,307.23,0.0,1,1,1,1,111,Dormant Customers
CUST00472,26,5,4789.49,0.0,0,3,3,4,334,Loyal Customers
CUST00473,182,6,3513.72,2.0,1,1,3,3,133,Loyal Customers
CUST00474,1,4,2364.05,1.0,0,4,3,2,432,Potential Loyalists
CUST00475,8,10,7340.669999999999,0.0,0,4,4,4,444,Loyal Customers
CUST00476,201,7,6233.25,3.0,1,1,4,4,144,Loyal Customers
CUST00477,60,5,3519.83,0.0,0,2,3,3,233,Loyal Customers
CUST00478,43,4,2005.68,0.0,0,3,3,2,332,Potential Loyalists
CUST00479,330,1,319.34,1.0,1,1,1,1,111,Dormant Customers
CUST00480,209,7,4227.82,0.0,1,1,4,3,143,Loyal Customers
CUST00481,54,4,1811.91,0.0,0,3,3,2,332,Low Value Customers
CUST00482,12,6,3296.44,0.0,0,4,3,3,433,Loyal Customers
CUST00483,35,8,5388.37,1.0,0,3,4,4,344,Loyal Customers
CUST00484,59,6,6028.98,3.0,0,2,3,4,234,Loyal Customers
CUST00485,289,5,2971.02,2.0,1,1,3,3,133,Loyal Customers
CUST00486,43,2,1807.8600000000001,0.0,0,3,1,2,312,Low Value Customers
CUST00487,23,8,3049.97,6.0,0,4,4,3,443,Loyal Customers
CUST00488,278,4,2427.65,0.0,1,1,3,2,132,Dormant Customers
CUST00489,271,1,963.44,0.0,1,1,1,1,111,Dormant Customers
CUST00490,34,2,2074.38,1.0,0,3,1,2,312,Potential Loyalists
CUST00491,26,3,1795.63,1.0,0,3,2,2,322,Low Value Customers
CUST00492,51,7,6233.68,1.0,0,3,4,4,344,Loyal Customers
CUST00493,169,2,1757.06,1.0,1,2,1,2,212,Dormant Customers
CUST00494,16,3,3012.2300000000005,0.0,0,4,2,3,423,Potential Loyalists
CUST00495,41,3,2838.69,0.0,0,3,2,3,323,Potential Loyalists
CUST00496,54,3,2971.8500000000004,0.0,0,3,2,3,323,Potential Loyalists
CUST00497,220,1,1724.62,0.0,1,1,1,2,112,Dormant Customers
CUST00498,50,4,2790.75,0.0,0,3,3,3,333,Potential Loyalists
CUST00499,27,4,3425.97,1.0,0,3,3,3,333,Potential Loyalists
CUST00500,34,4,3749.66,0.0,0,3,3,3,333,Potential Loyalists
CUST00501,27,5,3852.58,1.0,0,3,3,3,333,Loyal Customers
CUST00502,10,4,2253.2200000000003,0.0,0,4,3,2,432,Potential Loyalists
CUST00503,29,8,5763.58,3.0,0,3,4,4,344,Loyal Customers
CUST00504,11,3,3098.74,0.0,0,4,2,3,423,Potential Loyalists
CUST00505,4,2,1468.8,0.0,0,4,1,2,412,Low Value Customers
CUST00506,15,10,9069.6,4.0,0,4,4,4,444,Loyal Customers
CUST00507,181,2,3345.6800000000003,0.0,1,1,1,3,113,Dormant Customers
CUST00508,38,2,1632.0,0.0,0,3,1,2,312,Low Value Customers
CUST00509,24,2,1206.64,0.0,0,3,1,1,311,Low Value Customers
CUST00510,223,4,3630.48,1.0,1,1,3,3,133,Dormant Customers
CUST00511,4,7,4352.03,1.0,0,4,4,4,444,Loyal Customers
CUST00512,77,4,2468.63,1.0,1,2,3,2,232,Potential Loyalists
CUST00513,31,10,7681.32,3.0,0,3,4,4,344,Loyal Customers
CUST00514,154,1,1687.55,0.0,1,2,1,2,212,Dormant Customers
CUST00515,29,4,2719.65,1.0,0,3,3,3,333,Potential Loyalists
CUST00516,88,1,623.59,0.0,1,2,1,1,211,Low Value Customers
CUST00517,12,7,4546.23,2.0,0,4,4,4,444,Loyal Customers
CUST00518,35,2,852.7099999999999,0.0,0,3,1,1,311,Low Value Customers
CUST00519,26,2,823.83,0.0,0,3,1,1,311,Low Value Customers
CUST00520,27,8,5224.33,0.0,0,3,4,4,344,Loyal Customers
CUST00521,55,8,3956.92,1.0,0,3,4,3,343,Loyal Customers
CUST00522,523,1,1688.22,0.0,1,1,1,2,112,Dormant Customers
CUST00523,53,4,3188.02,1.0,0,3,3,3,333,Potential Loyalists
CUST00524,72,10,7161.96,2.0,1,2,4,4,244,Loyal Customers
CUST00525,281,4,1916.75,0.0,1,1,3,2,132,Dormant Customers
CUST00526,5,2,1519.72,0.0,0,4,1,2,412,Low Value Customers
CUST00527,34,8,6642.15,0.0,0,3,4,4,344,Loyal Customers
CUST00528,43,2,1159.92,0.0,0,3,1,1,311,Low Value Customers
CUST00529,43,2,2291.65,1.0,0,3,1,2,312,Potential Loyalists
CUST00530,32,5,3597.6600000000003,0.0,0,3,3,3,333,Loyal Customers
CUST00531,104,2,648.41,1.0,1,2,1,1,211,Low Value Customers
CUST00532,179,4,4895.42,1.0,1,2,3,4,234,Dormant Customers
CUST00533,12,3,2081.04,1.0,0,4,2,2,422,Potential Loyalists
CUST00534,135,5,3110.46,1.0,1,2,3,3,233,Loyal Customers
CUST00535,199,5,5156.9,0.0,1,1,3,4,134,Loyal Customers
CUST00536,6,5,4909.41,0.0,0,4,3,4,434,Loyal Customers
CUST00537,12,4,3404.59,0.0,0,4,3,3,433,Potential Loyalists
CUST00538,8,9,7445.27,0.0,0,4,4,4,444,Loyal Customers
CUST00539,48,9,8708.79,3.0,0,3,4,4,344,Loyal Customers
CUST00540,35,8,5915.85,3.0,0,3,4,4,344,Loyal Customers
CUST00541,30,7,5077.73,1.0,0,3,4,4,344,Loyal Customers
CUST00542,9,4,2512.91,0.0,0,4,3,2,432,Potential Loyalists
CUST00543,258,4,2320.55,0.0,1,1,3,2,132,Dormant Customers
CUST00544,146,2,2284.46,0.0,1,2,1,2,212,Dormant Customers
CUST00545,21,2,922.53,1.0,0,4,1,1,411,Low Value Customers
CUST00546,20,4,3320.79,0.0,0,4,3,3,433,Potential Loyalists
CUST00547,60,2,1679.69,1.0,0,2,1,2,212,Low Value Customers
CUST00548,44,3,3100.27,0.0,0,3,2,3,323,Potential Loyalists
CUST00549,193,2,1035.57,1.0,1,1,1,1,111,Dormant Customers
CUST00550,4,3,2353.73,0.0,0,4,2,2,422,Potential Loyalists
CUST00551,32,4,2251.44,0.0,0,3,3,2,332,Potential Loyalists
CUST00552,34,3,2303.36,0.0,0,3,2,2,322,Potential Loyalists
CUST00553,354,4,3183.11,0.0,1,1,3,3,133,Dormant Customers
CUST00554,3,6,4226.39,0.0,0,4,3,3,433,Loyal Customers
CUST00555,19,6,4854.27,2.0,0,4,3,4,434,Loyal Customers
CUST00556,87,1,936.16,1.0,1,2,1,1,211,Low Value Customers
CUST00557,27,7,5364.05,1.0,0,3,4,4,344,Loyal Customers
CUST00558,460,2,679.0699999999999,0.0,1,1,1,1,111,Dormant Customers
CUST00559,16,3,1821.47,0.0,0,4,2,2,422,Low Value Customers
CUST00560,292,1,1135.13,0.0,1,1,1,1,111,Dormant Customers
CUST00561,15,3,2339.96,1.0,0,4,2,2,422,Potential Loyalists
CUST00562,320,2,899.8599999999999,2.0,1,1,1,1,111,Dormant Customers
CUST00563,166,2,887.86,0.0,1,2,1,1,211,Dormant Customers
CUST00564,191,8,4592.1900000000005,3.0,1,1,4,4,144,Loyal Customers
CUST00565,2,2,1089.79,0.0,0,4,1,1,411,Low Value Customers
CUST00566,3,3,1894.99,0.0,0,4,2,2,422,Low Value Customers
CUST00567,35,10,6288.55,1.0,0,3,4,4,344,Loyal Customers
CUST00568,95,1,482.12,0.0,1,2,1,1,211,Low Value Customers
CUST00569,14,3,944.54,0.0,0,4,2,1,421,Low Value Customers
CUST00570,229,3,2545.7200000000003,1.0,1,1,2,2,122,Dormant Customers
CUST00571,22,3,1977.83,1.0,0,4,2,2,422,Low Value Customers
CUST00572,112,6,3305.75,0.0,1,2,3,3,233,Loyal Customers
CUST00573,186,5,2912.39,1.0,1,1,3,3,133,Loyal Customers
CUST00574,2,9,7029.03,1.0,0,4,4,4,444,Loyal Customers
CUST00575,144,1,548.72,1.0,1,2,1,1,211,Dormant Customers
CUST00576,107,2,799.27,0.0,1,2,1,1,211,Low Value Customers
CUST00577,24,7,5138.93,1.0,0,3,4,4,344,Loyal Customers
CUST00578,437,2,3054.7200000000003,0.0,1,1,1,3,113,Dormant Customers
CUST00579,71,1,301.68,0.0,1,2,1,1,211,Low Value Customers
CUST00580,28,2,1073.3,0.0,0,3,1,1,311,Low Value Customers
CUST00581,137,2,1527.79,0.0,1,2,1,2,212,Dormant Customers
CUST00582,347,1,392.06,1.0,1,1,1,1,111,Dormant Customers
CUST00583,324,4,3652.46,1.0,1,1,3,3,133,Dormant Customers
CUST00584,144,1,591.05,0.0,1,2,1,1,211,Dormant Customers
CUST00585,32,9,5765.21,2.0,0,3,4,4,344,Loyal Customers
CUST00586,189,4,1853.61,2.0,1,1,3,2,132,Dormant Customers
CUST00587,6,2,811.8,0.0,0,4,1,1,411,Low Value Customers
CUST00588,56,2,1020.69,0.0,0,3,1,1,311,Low Value Customers
CUST00589,132,5,4196.7699999999995,1.0,1,2,3,3,233,Loyal Customers
CUST00590,201,3,3961.05,2.0,1,1,2,3,123,Dormant Customers
CUST00591,130,2,1767.15,1.0,1,2,1,2,212,Dormant Customers
CUST00592,81,2,1084.48,0.0,1,2,1,1,211,Low Value Customers
CUST00593,15,6,4295.48,1.0,0,4,3,4,434,Loyal Customers
CUST00594,152,1,448.78,0.0,1,2,1,1,211,Dormant Customers
CUST00595,52,6,3393.2200000000003,0.0,0,3,3,3,333,Loyal Customers
CUST00596,111,4,2927.96,3.0,1,2,3,3,233,High Risk Unhappy
CUST00597,113,4,3041.18,2.0,1,2,3,3,233,Potential Loyalists
CUST00598,24,4,2429.15,0.0,0,3,3,2,332,Potential Loyalists
CUST00599,18,5,3511.4900000000002,1.0,0,4,3,3,433,Loyal Customers
CUST00600,324,3,1248.1399999999999,0.0,1,1,2,1,121,Dormant Customers
CUST00601,131,1,537.85,0.0,1,2,1,1,211,Dormant Customers
CUST00602,152,1,171.18,0.0,1,2,1,1,211,Dormant Customers
CUST00603,9,10,5262.13,4.0,0,4,4,4,444,Loyal Customers
CUST00604,12,3,1794.88,0.0,0,4,2,2,422,Low Value Customers
CUST00605,221,5,3199.79,2.0,1,1,3,3,133,Loyal Customers
CUST00606,181,1,240.15,0.0,1,1,1,1,111,Dormant Customers
CUST00607,310,3,2332.76,0.0,1,1,2,2,122,Dormant Customers
CUST00608,34,4,3561.7799999999997,1.0,0,3,3,3,333,Potential Loyalists
CUST00609,18,6,5268.07,2.0,0,4,3,4,434,Loyal Customers
CUST00610,39,6,4356.29,2.0,0,3,3,4,334,Loyal Customers
CUST00611,296,4,3472.66,3.0,1,1,3,3,133,Dormant Customers
CUST00612,109,2,2120.98,0.0,1,2,1,2,212,Potential Loyalists
CUST00613,11,8,6032.84,2.0,0,4,4,4,444,Loyal Customers
CUST00614,257,1,267.96,0.0,1,1,1,1,111,Dormant Customers
CUST00615,95,1,446.03,1.0,1,2,1,1,211,Low Value Customers
CUST00616,97,5,2628.3,1.0,1,2,3,3,233,Loyal Customers
CUST00617,21,13,7918.74,5.0,0,4,4,4,444,Loyal Customers
CUST00618,42,3,2003.1,0.0,0,3,2,2,322,Potential Loyalists
CUST00619,1,6,2572.91,0.0,0,4,3,2,432,Loyal Customers
CUST00620,43,2,1045.42,1.0,0,3,1,1,311,Low Value Customers
CUST00621,153,1,348.53,0.0,1,2,1,1,211,Dormant Customers
CUST00622,241,3,2009.7800000000002,0.0,1,1,2,2,122,Dormant Customers
CUST00623,60,5,3290.23,2.0,0,2,3,3,233,Loyal Customers
CUST00624,293,1,270.09,0.0,1,1,1,1,111,Dormant Customers
CUST00625,127,4,2155.58,0.0,1,2,3,2,232,Dormant Customers
CUST00626,58,3,2283.05,1.0,0,2,2,2,222,Potential Loyalists
CUST00627,136,3,2765.27,1.0,1,2,2,3,223,Dormant Customers
CUST00628,36,6,3681.37,2.0,0,3,3,3,333,Loyal Customers
CUST00629,24,2,1364.28,0.0,0,3,1,1,311,Low Value Customers
CUST00630,54,4,3090.95,0.0,0,3,3,3,333,Potential Loyalists
CUST00631,129,10,6076.9,2.0,1,2,4,4,244,Loyal Customers
CUST00632,122,1,1078.63,0.0,1,2,1,1,211,Dormant Customers
CUST00633,36,2,2549.94,0.0,0,3,1,2,312,Potential Loyalists
CUST00634,179,4,1711.76,2.0,1,2,3,2,232,Dormant Customers
CUST00635,195,1,1016.46,0.0,1,1,1,1,111,Dormant Customers
CUST00636,9,3,3886.17,0.0,0,4,2,3,423,Potential Loyalists
CUST00637,27,7,6428.4,1.0,0,3,4,4,344,Loyal Customers
CUST00638,234,6,3093.33,0.0,1,1,4,3,143,Loyal Customers
CUST00639,430,3,2753.19,0.0,1,1,2,3,123,Dormant Customers
CUST00640,191,1,641.86,0.0,1,1,1,1,111,Dormant Customers
CUST00641,52,7,6023.219999999999,1.0,0,3,4,4,344,Loyal Customers
CUST00642,39,4,3164.42,0.0,0,3,3,3,333,Potential Loyalists
CUST00643,216,1,1091.34,0.0,1,1,1,1,111,Dormant Customers
CUST00644,139,7,3822.27,0.0,1,2,4,3,243,Loyal Customers
CUST00645,313,3,2730.59,2.0,1,1,2,3,123,Dormant Customers
CUST00646,51,7,6203.32,1.0,0,3,4,4,344,Loyal Customers
CUST00647,125,1,507.52,1.0,1,2,1,1,211,Dormant Customers
CUST00648,1,4,2724.16,0.0,0,4,3,3,433,Potential Loyalists
CUST00649,185,6,3181.62,4.0,1,1,4,3,143,Loyal Customers
CUST00650,120,3,2622.0099999999998,0.0,1,2,2,3,223,Potential Loyalists
CUST00651,56,8,5404.83,0.0,0,3,4,4,344,Loyal Customers
CUST00652,21,5,5030.61,0.0,0,4,3,4,434,Loyal Customers
CUST00653,8,5,4120.93,0.0,0,4,3,3,433,Loyal Customers
CUST00654,14,8,7323.56,2.0,0,4,4,4,444,Loyal Customers
CUST00655,5,11,6803.96,0.0,0,4,4,4,444,Loyal Customers
CUST00656,37,5,4088.21,1.0,0,3,3,3,333,Loyal Customers
CUST00657,124,4,1287.49,1.0,1,2,3,1,231,Dormant Customers
CUST00658,280,2,2355.97,1.0,1,1,1,2,112,Dormant Customers
CUST00659,22,3,1580.63,0.0,0,4,2,2,422,Low Value Customers
CUST00660,16,2,1265.6799999999998,0.0,0,4,1,1,411,Low Value Customers
CUST00661,241,3,1105.96,1.0,1,1,2,1,121,Dormant Customers
CUST00662,185,1,852.96,0.0,1,1,1,1,111,Dormant Customers
CUST00663,125,8,5700.78,2.0,1,2,4,4,244,Loyal Customers
CUST00664,19,2,883.48,1.0,0,4,1,1,411,Low Value Customers
CUST00665,36,10,7120.71,2.0,0,3,4,4,344,Loyal Customers
CUST00666,47,2,1618.57,1.0,0,3,1,2,312,Low Value Customers
CUST00667,13,6,6032.9400000000005,2.0,0,4,4,4,444,Loyal Customers
CUST00668,103,2,952.4100000000001,0.0,1,2,1,1,211,Low Value Customers
CUST00669,27,4,3395.9199999999996,0.0,0,3,3,3,333,Potential Loyalists
CUST00670,303,4,3756.69,1.0,1,1,3,3,133,Dormant Customers
CUST00671,23,9,6239.3,1.0,0,4,4,4,444,Loyal Customers
CUST00672,202,1,434.37,0.0,1,1,1,1,111,Dormant Customers
CUST00673,179,1,1297.2,0.0,1,2,1,1,211,Dormant Customers
CUST00674,117,8,4178.67,0.0,1,2,4,3,243,Loyal Customers
CUST00675,3,7,7603.18,0.0,0,4,4,4,444,Loyal Customers
CUST00676,28,3,1606.63,1.0,0,3,2,2,322,Low Value Customers
CUST00677,10,4,2691.15,0.0,0,4,3,3,433,Potential Loyalists
CUST00678,257,2,1145.87,0.0,1,1,1,1,111,Dormant Customers
CUST00679,42,9,6746.18,2.0,0,3,4,4,344,Loyal Customers
CUST00680,276,1,1087.83,0.0,1,1,1,1,111,Dormant Customers
CUST00681,272,1,1372.4,1.0,1,1,1,2,112,Dormant Customers
CUST00682,44,2,1874.3400000000001,1.0,0,3,1,2,312,Low Value Customers
CUST00683,56,4,5494.98,2.0,0,3,3,4,334,Potential Loyalists
CUST00684,201,4,2472.73,1.0,1,1,3,2,132,Dormant Customers
CUST00685,3,2,1840.04,0.0,0,4,1,2,412,Low Value Customers
CUST00686,188,3,1409.0900000000001,0.0,1,1,2,2,122,Dormant Customers
CUST00687,178,5,4129.24,0.0,1,2,3,3,233,Loyal Customers
CUST00688,1,7,5107.13,1.0,0,4,4,4,444,Loyal Customers
CUST00689,10,5,4970.84,0.0,0,4,3,4,434,Loyal Customers
CUST00690,3,8,8522.94,1.0,0,4,4,4,444,Loyal Customers
CUST00691,4,4,3542.44,0.0,0,4,3,3,433,Potential Loyalists
CUST00692,119,3,1850.73,0.0,1,2,2,2,222,Low Value Customers
CUST00693,208,5,6136.5,2.0,1,1,3,4,134,Loyal Customers
CUST00694,135,1,345.14,0.0,1,2,1,1,211,Dormant Customers
CUST00695,259,1,616.85,1.0,1,1,1,1,111,Dormant Customers
CUST00696,50,7,6460.69,1.0,0,3,4,4,344,Loyal Customers
CUST00697,45,5,4965.610000000001,1.0,0,3,3,4,334,Loyal Customers
CUST00698,12,10,7429.34,4.0,0,4,4,4,444,Loyal Customers
CUST00699,10,5,2461.35,0.0,0,4,3,2,432,Loyal Customers
CUST00700,55,5,3912.53,0.0,0,3,3,3,333,Loyal Customers
CUST00701,183,5,6476.26,1.0,1,1,3,4,134,Loyal Customers
CUST00702,138,6,8044.75,2.0,1,2,4,4,244,Loyal Customers
CUST00703,165,1,360.06,0.0,1,2,1,1,211,Dormant Customers
CUST00704,83,4,3057.83,1.0,1,2,3,3,233,Potential Loyalists
CUST00705,73,1,872.61,1.0,1,2,1,1,211,Low Value Customers
CUST00706,3,4,3502.83,0.0,0,4,3,3,433,Potential Loyalists
CUST00707,17,5,3300.72,2.0,0,4,3,3,433,Loyal Customers
CUST00708,37,8,6518.05,1.0,0,3,4,4,344,Loyal Customers
CUST00709,190,1,1966.47,0.0,1,1,1,2,112,Dormant Customers
CUST00710,38,9,6176.62,2.0,0,3,4,4,344,Loyal Customers
CUST00711,56,9,5936.34,2.0,0,3,4,4,344,Loyal Customers
CUST00712,16,6,2661.77,1.0,0,4,4,3,443,Loyal Customers
CUST00713,57,10,9663.26,3.0,0,2,4,4,244,Loyal Customers
CUST00714,38,7,3312.77,1.0,0,3,4,3,343,Loyal Customers
CUST00715,40,4,1416.25,0.0,0,3,3,2,332,Low Value Customers
CUST00716,11,8,5285.9800000000005,1.0,0,4,4,4,444,Loyal Customers
CUST00717,47,2,1150.47,0.0,0,3,1,1,311,Low Value Customers
CUST00718,178,2,697.62,0.0,1,2,1,1,211,Dormant Customers
CUST00719,18,6,3929.59,1.0,0,4,4,3,443,Loyal Customers
CUST00720,352,5,3086.61,2.0,1,1,3,3,133,Loyal Customers
CUST00721,4,3,3509.03,0.0,0,4,2,3,423,Potential Loyalists
CUST00722,91,1,256.54,1.0,1,2,1,1,211,Low Value Customers
CUST00723,130,1,546.81,0.0,1,2,1,1,211,Dormant Customers
CUST00724,17,3,1850.54,0.0,0,4,2,2,422,Low Value Customers
CUST00725,202,3,2162.5,0.0,1,1,2,2,122,Dormant Customers
CUST00726,7,11,8607.95,4.0,0,4,4,4,444,Loyal Customers
CUST00727,69,5,3822.01,1.0,1,2,3,3,233,Loyal Customers
CUST00728,127,1,396.38,1.0,1,2,1,1,211,Dormant Customers
CUST00729,201,1,1324.83,0.0,1,1,1,1,111,Dormant Customers
CUST00730,13,3,2210.89,0.0,0,4,2,2,422,Potential Loyalists
CUST00731,197,2,1457.58,0.0,1,1,1,2,112,Dormant Customers
CUST00732,2,2,874.98,1.0,0,4,1,1,411,Low Value Customers
CUST00733,13,5,3335.1400000000003,0.0,0,4,3,3,433,Loyal Customers
CUST00734,7,8,7745.88,2.0,0,4,4,4,444,Loyal Customers
CUST00735,17,6,3033.34,1.0,0,4,4,3,443,Loyal Customers
CUST00736,127,3,1727.68,0.0,1,2,2,2,222,Dormant Customers
CUST00737,10,2,1532.3600000000001,0.0,0,4,1,2,412,Low Value Customers
CUST00738,139,1,545.24,1.0,1,2,1,1,211,Dormant Customers
CUST00739,15,2,1791.41,0.0,0,4,1,2,412,Low Value Customers
CUST00740,322,5,4065.24,1.0,1,1,3,3,133,Loyal Customers
CUST00741,7,4,2160.6800000000003,0.0,0,4,3,2,432,Potential Loyalists
